origin_code,destination_code,airline_code,flight_number,cabin_class,price,currency,departure_date,days_until_dep,day_of_week,month,week_of_year,is_holiday,is_weekend,seats_available,recorded_at,is_live
PAT,BOM,G8,HIST-000,Economy,8640,INR,2024-10-18,14,4,10,42,False,False,50,2024-10-04 00:00:00,False
CCU,JAI,2T,HIST-000,Economy,13203,INR,2023-03-01,14,2,3,9,False,False,50,2023-02-15 00:00:00,False
JAI,CCU,G8,HIST-000,Economy,9114,INR,2023-11-07,14,1,11,45,False,False,50,2023-10-24 00:00:00,False
NAG,PAT,G8,HIST-000,Economy,6173,INR,2023-03-06,14,0,3,10,False,False,50,2023-02-20 00:00:00,False
COK,LKO,AI,HIST-000,Economy,13886,INR,2024-03-25,14,0,3,13,False,False,50,2024-03-11 00:00:00,False
GAU,PNQ,I5,HIST-000,Economy,11019,INR,2023-08-23,14,2,8,34,False,False,50,2023-08-09 00:00:00,False
CCU,LKO,I5,HIST-000,Economy,11316,INR,2024-01-18,14,3,1,3,False,False,50,2024-01-04 00:00:00,False
BBI,HYD,I5,HIST-000,Economy,6585,INR,2025-07-24,14,3,7,30,False,False,50,2025-07-10 00:00:00,False
PAT,HYD,S5,HIST-000,Economy,11134,INR,2025-12-10,14,2,12,50,False,False,50,2025-11-26 00:00:00,False
VNS,MAA,2T,HIST-000,Economy,5485,INR,2024-06-21,14,4,6,25,False,False,50,2024-06-07 00:00:00,False
MAA,HYD,9I,HIST-000,Economy,8631,INR,2025-07-15,14,1,7,29,False,False,50,2025-07-01 00:00:00,False
JAI,BOM,S5,HIST-000,Economy,7948,INR,2023-08-20,14,6,8,33,False,True,50,2023-08-06 00:00:00,False
IDR,AMD,UK,HIST-000,Economy,6922,INR,2023-12-01,14,4,12,48,False,False,50,2023-11-17 00:00:00,False
BLR,BOM,I5,HIST-000,Economy,12366,INR,2023-05-14,14,6,5,19,False,True,50,2023-04-30 00:00:00,False
DEL,GOI,2T,HIST-000,Economy,12463,INR,2024-04-18,14,3,4,16,False,False,50,2024-04-04 00:00:00,False
CCU,STV,2T,HIST-000,Economy,8775,INR,2024-03-21,14,3,3,12,False,False,50,2024-03-07 00:00:00,False
PAT,PNQ,6E,HIST-000,Economy,12581,INR,2023-09-14,14,3,9,37,False,False,50,2023-08-31 00:00:00,False
MAA,NAG,QP,HIST-000,Economy,7451,INR,2025-04-16,14,2,4,16,False,False,50,2025-04-02 00:00:00,False
GAU,RPR,G8,HIST-000,Economy,8834,INR,2025-08-11,14,0,8,33,False,False,50,2025-07-28 00:00:00,False
HYD,PAT,6E,HIST-000,Economy,6182,INR,2025-12-12,14,4,12,50,False,False,50,2025-11-28 00:00:00,False
BOM,BBI,2T,HIST-000,Economy,11581,INR,2023-02-27,14,0,2,9,False,False,50,2023-02-13 00:00:00,False
BBI,BLR,6E,HIST-000,Economy,12248,INR,2025-09-02,14,1,9,36,False,False,50,2025-08-19 00:00:00,False
JAI,NAG,S5,HIST-000,Economy,7458,INR,2024-08-13,14,1,8,33,False,False,50,2024-07-30 00:00:00,False
PAT,COK,AI,HIST-000,Economy,10038,INR,2024-12-13,14,4,12,50,False,False,50,2024-11-29 00:00:00,False
VNS,DEL,AI,HIST-000,Economy,3405,INR,2025-09-06,14,5,9,36,False,True,50,2025-08-23 00:00:00,False
HYD,PAT,S5,HIST-000,Economy,7439,INR,2024-04-17,14,2,4,16,False,False,50,2024-04-03 00:00:00,False
BBI,PAT,UK,HIST-000,Economy,10591,INR,2025-09-13,14,5,9,37,False,True,50,2025-08-30 00:00:00,False
PAT,STV,6E,HIST-000,Economy,13101,INR,2025-12-13,14,5,12,50,False,True,50,2025-11-29 00:00:00,False
HYD,LKO,G8,HIST-000,Economy,8188,INR,2024-02-02,14,4,2,5,False,False,50,2024-01-19 00:00:00,False
MAA,BOM,I5,HIST-000,Economy,4553,INR,2023-04-11,14,1,4,15,False,False,50,2023-03-28 00:00:00,False
AMD,BBI,6E,HIST-000,Economy,6633,INR,2024-07-04,14,3,7,27,False,False,50,2024-06-20 00:00:00,False
RPR,STV,S5,HIST-000,Economy,9421,INR,2024-09-05,14,3,9,36,False,False,50,2024-08-22 00:00:00,False
VNS,STV,9I,HIST-000,Economy,6492,INR,2025-05-15,14,3,5,20,False,False,50,2025-05-01 00:00:00,False
PAT,COK,QP,HIST-000,Economy,7762,INR,2025-01-27,14,0,1,5,False,False,50,2025-01-13 00:00:00,False
COK,NAG,AI,HIST-000,Economy,6482,INR,2024-12-06,14,4,12,49,False,False,50,2024-11-22 00:00:00,False
COK,PAT,9I,HIST-000,Economy,11050,INR,2024-01-25,14,3,1,4,False,False,50,2024-01-11 00:00:00,False
RPR,PNQ,I5,HIST-000,Economy,8860,INR,2025-05-18,14,6,5,20,False,True,50,2025-05-04 00:00:00,False
NAG,PNQ,AI,HIST-000,Economy,3166,INR,2023-02-08,14,2,2,6,False,False,50,2023-01-25 00:00:00,False
GOI,IDR,I5,HIST-000,Economy,9579,INR,2023-01-05,14,3,1,1,False,False,50,2022-12-22 00:00:00,False
PAT,BBI,UK,HIST-000,Economy,8935,INR,2024-12-27,14,4,12,52,False,False,50,2024-12-13 00:00:00,False
HYD,GAU,6E,HIST-000,Economy,10716,INR,2023-11-18,14,5,11,46,False,True,50,2023-11-04 00:00:00,False
BOM,GAU,S5,HIST-000,Economy,6938,INR,2025-06-15,14,6,6,24,False,True,50,2025-06-01 00:00:00,False
NAG,DEL,QP,HIST-000,Economy,13375,INR,2025-09-25,14,3,9,39,False,False,50,2025-09-11 00:00:00,False
BBI,BOM,2T,HIST-000,Economy,7381,INR,2025-08-28,14,3,8,35,False,False,50,2025-08-14 00:00:00,False
GOI,PNQ,G8,HIST-000,Economy,13005,INR,2024-08-22,14,3,8,34,False,False,50,2024-08-08 00:00:00,False
MAA,BOM,6E,HIST-000,Economy,2815,INR,2024-02-14,14,2,2,7,False,False,50,2024-01-31 00:00:00,False
BBI,AMD,AI,HIST-000,Economy,13059,INR,2025-08-12,14,1,8,33,False,False,50,2025-07-29 00:00:00,False
JAI,DEL,S5,HIST-000,Economy,14073,INR,2024-04-07,14,6,4,14,False,True,50,2024-03-24 00:00:00,False
DEL,JAI,AI,HIST-000,Economy,3487,INR,2025-01-11,14,5,1,2,False,True,50,2024-12-28 00:00:00,False
BOM,JAI,I5,HIST-000,Economy,5866,INR,2023-06-18,14,6,6,24,False,True,50,2023-06-04 00:00:00,False
GAU,JAI,AI,HIST-000,Economy,11360,INR,2024-01-20,14,5,1,3,False,True,50,2024-01-06 00:00:00,False
COK,AMD,SG,HIST-000,Economy,8367,INR,2025-09-08,14,0,9,37,False,False,50,2025-08-25 00:00:00,False
IDR,VNS,QP,HIST-000,Economy,8089,INR,2025-07-03,14,3,7,27,False,False,50,2025-06-19 00:00:00,False
BLR,VNS,6E,HIST-000,Economy,6827,INR,2024-02-27,14,1,2,9,False,False,50,2024-02-13 00:00:00,False
CCU,LKO,AI,HIST-000,Economy,13910,INR,2025-03-23,14,6,3,12,False,True,50,2025-03-09 00:00:00,False
MAA,HYD,UK,HIST-000,Economy,11599,INR,2023-07-02,14,6,7,26,False,True,50,2023-06-18 00:00:00,False
GOI,GAU,9I,HIST-000,Economy,10721,INR,2024-06-13,14,3,6,24,False,False,50,2024-05-30 00:00:00,False
COK,STV,I5,HIST-000,Economy,4952,INR,2025-10-27,14,0,10,44,False,False,50,2025-10-13 00:00:00,False
IDR,HYD,QP,HIST-000,Economy,10564,INR,2025-09-11,14,3,9,37,False,False,50,2025-08-28 00:00:00,False
VNS,COK,S5,HIST-000,Economy,8554,INR,2024-12-08,14,6,12,49,False,True,50,2024-11-24 00:00:00,False
HYD,GAU,6E,HIST-000,Economy,7304,INR,2024-09-12,14,3,9,37,False,False,50,2024-08-29 00:00:00,False
RPR,CCU,S5,HIST-000,Economy,9588,INR,2024-10-14,14,0,10,42,False,False,50,2024-09-30 00:00:00,False
JAI,AMD,SG,HIST-000,Economy,16200,INR,2023-12-06,14,2,12,49,False,False,50,2023-11-22 00:00:00,False
MAA,LKO,S5,HIST-000,Economy,14749,INR,2025-07-18,14,4,7,29,False,False,50,2025-07-04 00:00:00,False
RPR,STV,9I,HIST-000,Economy,6934,INR,2024-10-17,14,3,10,42,False,False,50,2024-10-03 00:00:00,False
PNQ,JAI,QP,HIST-000,Economy,8168,INR,2023-12-04,14,0,12,49,False,False,50,2023-11-20 00:00:00,False
BOM,BBI,UK,HIST-000,Economy,13237,INR,2023-01-28,14,5,1,4,False,True,50,2023-01-14 00:00:00,False
PNQ,VNS,2T,HIST-000,Economy,8719,INR,2024-02-28,14,2,2,9,False,False,50,2024-02-14 00:00:00,False
LKO,GOI,9I,HIST-000,Economy,5373,INR,2024-10-16,14,2,10,42,False,False,50,2024-10-02 00:00:00,False
COK,PNQ,6E,HIST-000,Economy,2986,INR,2025-02-01,14,5,2,5,False,True,50,2025-01-18 00:00:00,False
AMD,DEL,SG,HIST-000,Economy,10156,INR,2024-05-16,14,3,5,20,False,False,50,2024-05-02 00:00:00,False
BOM,AMD,UK,HIST-000,Economy,4154,INR,2025-07-18,14,4,7,29,False,False,50,2025-07-04 00:00:00,False
BLR,NAG,AI,HIST-000,Economy,7757,INR,2024-07-15,14,0,7,29,False,False,50,2024-07-01 00:00:00,False
VNS,MAA,UK,HIST-000,Economy,6871,INR,2023-04-19,14,2,4,16,False,False,50,2023-04-05 00:00:00,False
GOI,COK,QP,HIST-000,Economy,5506,INR,2025-10-19,14,6,10,42,False,True,50,2025-10-05 00:00:00,False
RPR,GAU,S5,HIST-000,Economy,12558,INR,2024-11-18,14,0,11,47,False,False,50,2024-11-04 00:00:00,False
BBI,PNQ,SG,HIST-000,Economy,13379,INR,2024-08-09,14,4,8,32,False,False,50,2024-07-26 00:00:00,False
AMD,NAG,2T,HIST-000,Economy,8814,INR,2025-01-01,14,2,1,1,False,False,50,2024-12-18 00:00:00,False
GOI,COK,I5,HIST-000,Economy,8150,INR,2024-05-07,14,1,5,19,False,False,50,2024-04-23 00:00:00,False
STV,NAG,SG,HIST-000,Economy,11188,INR,2023-10-08,14,6,10,40,False,True,50,2023-09-24 00:00:00,False
HYD,COK,UK,HIST-000,Economy,11638,INR,2024-12-02,14,0,12,49,False,False,50,2024-11-18 00:00:00,False
PAT,GOI,2T,HIST-000,Economy,12499,INR,2023-04-11,14,1,4,15,False,False,50,2023-03-28 00:00:00,False
IDR,GAU,S5,HIST-000,Economy,6532,INR,2025-09-21,14,6,9,38,False,True,50,2025-09-07 00:00:00,False
IDR,GOI,6E,HIST-000,Economy,2821,INR,2025-11-20,14,3,11,47,False,False,50,2025-11-06 00:00:00,False
BBI,VNS,S5,HIST-000,Economy,9745,INR,2025-10-11,14,5,10,41,False,True,50,2025-09-27 00:00:00,False
MAA,BBI,G8,HIST-000,Economy,8293,INR,2023-03-28,14,1,3,13,False,False,50,2023-03-14 00:00:00,False
NAG,PAT,I5,HIST-000,Economy,5219,INR,2023-02-07,14,1,2,6,False,False,50,2023-01-24 00:00:00,False
HYD,JAI,S5,HIST-000,Economy,10424,INR,2024-10-21,14,0,10,43,False,False,50,2024-10-07 00:00:00,False
VNS,BLR,S5,HIST-000,Economy,2568,INR,2025-01-20,14,0,1,4,False,False,50,2025-01-06 00:00:00,False
DEL,GOI,AI,HIST-000,Economy,6827,INR,2023-11-24,14,4,11,47,False,False,50,2023-11-10 00:00:00,False
BBI,VNS,UK,HIST-000,Economy,14066,INR,2025-10-28,14,1,10,44,False,False,50,2025-10-14 00:00:00,False
BOM,AMD,QP,HIST-000,Economy,5900,INR,2025-01-16,14,3,1,3,False,False,50,2025-01-02 00:00:00,False
VNS,PNQ,AI,HIST-000,Economy,7017,INR,2025-09-06,14,5,9,36,False,True,50,2025-08-23 00:00:00,False
PAT,JAI,G8,HIST-000,Economy,5516,INR,2023-11-01,14,2,11,44,False,False,50,2023-10-18 00:00:00,False
BOM,DEL,I5,HIST-000,Economy,12466,INR,2025-08-01,14,4,8,31,False,False,50,2025-07-18 00:00:00,False
BOM,NAG,6E,HIST-000,Economy,10560,INR,2025-01-24,14,4,1,4,False,False,50,2025-01-10 00:00:00,False
AMD,LKO,AI,HIST-000,Economy,10883,INR,2024-05-08,14,2,5,19,False,False,50,2024-04-24 00:00:00,False
JAI,HYD,2T,HIST-000,Economy,13767,INR,2024-01-19,14,4,1,3,False,False,50,2024-01-05 00:00:00,False
BOM,COK,AI,HIST-000,Economy,6301,INR,2025-03-09,14,6,3,10,False,True,50,2025-02-23 00:00:00,False
JAI,BOM,QP,HIST-000,Economy,9466,INR,2024-06-01,14,5,6,22,False,True,50,2024-05-18 00:00:00,False
CCU,GOI,SG,HIST-000,Economy,14278,INR,2023-09-14,14,3,9,37,False,False,50,2023-08-31 00:00:00,False
GOI,JAI,G8,HIST-000,Economy,8894,INR,2023-10-19,14,3,10,42,False,False,50,2023-10-05 00:00:00,False
CCU,GAU,QP,HIST-000,Economy,6568,INR,2025-09-15,14,0,9,38,False,False,50,2025-09-01 00:00:00,False
AMD,PAT,2T,HIST-000,Economy,8200,INR,2024-12-23,14,0,12,52,False,False,50,2024-12-09 00:00:00,False
HYD,PAT,G8,HIST-000,Economy,11173,INR,2025-04-27,14,6,4,17,False,True,50,2025-04-13 00:00:00,False
STV,JAI,SG,HIST-000,Economy,7516,INR,2024-06-27,14,3,6,26,False,False,50,2024-06-13 00:00:00,False
BLR,PAT,S5,HIST-000,Economy,17046,INR,2025-08-12,14,1,8,33,False,False,50,2025-07-29 00:00:00,False
RPR,CCU,SG,HIST-000,Economy,8634,INR,2023-12-21,14,3,12,51,False,False,50,2023-12-07 00:00:00,False
BOM,NAG,G8,HIST-000,Economy,15392,INR,2023-07-21,14,4,7,29,False,False,50,2023-07-07 00:00:00,False
PNQ,BLR,9I,HIST-000,Economy,11504,INR,2025-04-27,14,6,4,17,False,True,50,2025-04-13 00:00:00,False
BBI,GAU,G8,HIST-000,Economy,8786,INR,2024-09-09,14,0,9,37,False,False,50,2024-08-26 00:00:00,False
BBI,VNS,9I,HIST-000,Economy,8091,INR,2024-11-22,14,4,11,47,False,False,50,2024-11-08 00:00:00,False
DEL,STV,G8,HIST-000,Economy,6846,INR,2024-02-07,14,2,2,6,False,False,50,2024-01-24 00:00:00,False
PNQ,PAT,S5,HIST-000,Economy,13507,INR,2023-04-20,14,3,4,16,False,False,50,2023-04-06 00:00:00,False
RPR,BBI,6E,HIST-000,Economy,6780,INR,2025-08-15,14,4,8,33,False,False,50,2025-08-01 00:00:00,False
GOI,CCU,AI,HIST-000,Economy,3468,INR,2023-12-17,14,6,12,50,False,True,50,2023-12-03 00:00:00,False
STV,COK,9I,HIST-000,Economy,7637,INR,2023-02-26,14,6,2,8,False,True,50,2023-02-12 00:00:00,False
STV,HYD,QP,HIST-000,Economy,3328,INR,2024-04-18,14,3,4,16,False,False,50,2024-04-04 00:00:00,False
LKO,HYD,AI,HIST-000,Economy,16386,INR,2023-08-28,14,0,8,35,False,False,50,2023-08-14 00:00:00,False
GAU,JAI,QP,HIST-000,Economy,13502,INR,2025-06-01,14,6,6,22,False,True,50,2025-05-18 00:00:00,False
GAU,CCU,I5,HIST-000,Economy,2813,INR,2024-06-23,14,6,6,25,False,True,50,2024-06-09 00:00:00,False
BBI,AMD,AI,HIST-000,Economy,8874,INR,2025-01-12,14,6,1,2,False,True,50,2024-12-29 00:00:00,False
PNQ,HYD,SG,HIST-000,Economy,9826,INR,2023-11-20,14,0,11,47,False,False,50,2023-11-06 00:00:00,False
NAG,BBI,AI,HIST-000,Economy,13772,INR,2025-06-05,14,3,6,23,False,False,50,2025-05-22 00:00:00,False
BLR,LKO,AI,HIST-000,Economy,8276,INR,2023-09-23,14,5,9,38,False,True,50,2023-09-09 00:00:00,False
CCU,PNQ,AI,HIST-000,Economy,14063,INR,2025-11-20,14,3,11,47,False,False,50,2025-11-06 00:00:00,False
BBI,BOM,QP,HIST-000,Economy,14832,INR,2025-01-20,14,0,1,4,False,False,50,2025-01-06 00:00:00,False
NAG,LKO,6E,HIST-000,Economy,8909,INR,2025-08-14,14,3,8,33,False,False,50,2025-07-31 00:00:00,False
GAU,CCU,SG,HIST-000,Economy,7713,INR,2024-08-12,14,0,8,33,False,False,50,2024-07-29 00:00:00,False
BBI,DEL,6E,HIST-000,Economy,12441,INR,2024-05-22,14,2,5,21,False,False,50,2024-05-08 00:00:00,False
NAG,DEL,QP,HIST-000,Economy,6441,INR,2025-12-10,14,2,12,50,False,False,50,2025-11-26 00:00:00,False
IDR,NAG,6E,HIST-000,Economy,10740,INR,2024-07-22,14,0,7,30,False,False,50,2024-07-08 00:00:00,False
HYD,COK,G8,HIST-000,Economy,4999,INR,2025-11-28,14,4,11,48,False,False,50,2025-11-14 00:00:00,False
IDR,DEL,SG,HIST-000,Economy,5418,INR,2024-10-14,14,0,10,42,False,False,50,2024-09-30 00:00:00,False
BLR,LKO,9I,HIST-000,Economy,12791,INR,2023-05-03,14,2,5,18,False,False,50,2023-04-19 00:00:00,False
GAU,AMD,UK,HIST-000,Economy,10626,INR,2025-02-06,14,3,2,6,False,False,50,2025-01-23 00:00:00,False
BLR,HYD,QP,HIST-000,Economy,10448,INR,2024-03-24,14,6,3,12,False,True,50,2024-03-10 00:00:00,False
NAG,BBI,AI,HIST-000,Economy,2736,INR,2024-10-05,14,5,10,40,False,True,50,2024-09-21 00:00:00,False
PNQ,HYD,QP,HIST-000,Economy,7230,INR,2025-07-20,14,6,7,29,False,True,50,2025-07-06 00:00:00,False
BBI,BOM,2T,HIST-000,Economy,8594,INR,2024-05-10,14,4,5,19,False,False,50,2024-04-26 00:00:00,False
PNQ,LKO,QP,HIST-000,Economy,10088,INR,2025-04-13,14,6,4,15,False,True,50,2025-03-30 00:00:00,False
AMD,PNQ,9I,HIST-000,Economy,4548,INR,2025-05-15,14,3,5,20,False,False,50,2025-05-01 00:00:00,False
GOI,BLR,UK,HIST-000,Economy,6262,INR,2023-05-04,14,3,5,18,False,False,50,2023-04-20 00:00:00,False
PNQ,LKO,QP,HIST-000,Economy,5714,INR,2025-05-15,14,3,5,20,False,False,50,2025-05-01 00:00:00,False
GAU,IDR,UK,HIST-000,Economy,9497,INR,2024-08-09,14,4,8,32,False,False,50,2024-07-26 00:00:00,False
PNQ,IDR,AI,HIST-000,Economy,4545,INR,2024-11-08,14,4,11,45,False,False,50,2024-10-25 00:00:00,False
CCU,MAA,9I,HIST-000,Economy,13796,INR,2023-06-25,14,6,6,25,False,True,50,2023-06-11 00:00:00,False
VNS,BLR,9I,HIST-000,Economy,7331,INR,2023-06-08,14,3,6,23,False,False,50,2023-05-25 00:00:00,False
NAG,IDR,SG,HIST-000,Economy,10916,INR,2024-02-04,14,6,2,5,False,True,50,2024-01-21 00:00:00,False
GOI,RPR,S5,HIST-000,Economy,7353,INR,2025-05-06,14,1,5,19,False,False,50,2025-04-22 00:00:00,False
RPR,PNQ,QP,HIST-000,Economy,14858,INR,2024-09-23,14,0,9,39,False,False,50,2024-09-09 00:00:00,False
DEL,HYD,UK,HIST-000,Economy,8512,INR,2025-12-01,14,0,12,49,False,False,50,2025-11-17 00:00:00,False
BOM,RPR,QP,HIST-000,Economy,8236,INR,2023-02-27,14,0,2,9,False,False,50,2023-02-13 00:00:00,False
HYD,STV,UK,HIST-000,Economy,7173,INR,2025-01-11,14,5,1,2,False,True,50,2024-12-28 00:00:00,False
JAI,BLR,G8,HIST-000,Economy,6494,INR,2023-01-26,14,3,1,4,False,False,50,2023-01-12 00:00:00,False
GAU,COK,6E,HIST-000,Economy,13645,INR,2023-06-15,14,3,6,24,False,False,50,2023-06-01 00:00:00,False
GAU,PAT,G8,HIST-000,Economy,7561,INR,2025-12-10,14,2,12,50,False,False,50,2025-11-26 00:00:00,False
NAG,IDR,6E,HIST-000,Economy,11485,INR,2024-11-24,14,6,11,47,False,True,50,2024-11-10 00:00:00,False
JAI,BOM,SG,HIST-000,Economy,8528,INR,2023-09-01,14,4,9,35,False,False,50,2023-08-18 00:00:00,False
CCU,LKO,G8,HIST-000,Economy,6688,INR,2025-01-17,14,4,1,3,False,False,50,2025-01-03 00:00:00,False
GAU,GOI,2T,HIST-000,Economy,4264,INR,2024-03-04,14,0,3,10,False,False,50,2024-02-19 00:00:00,False
BLR,GAU,S5,HIST-000,Economy,9517,INR,2025-04-19,14,5,4,16,False,True,50,2025-04-05 00:00:00,False
LKO,MAA,9I,HIST-000,Economy,5940,INR,2024-02-16,14,4,2,7,False,False,50,2024-02-02 00:00:00,False
BLR,VNS,AI,HIST-000,Economy,8422,INR,2025-08-07,14,3,8,32,False,False,50,2025-07-24 00:00:00,False
HYD,IDR,AI,HIST-000,Economy,8759,INR,2024-10-07,14,0,10,41,False,False,50,2024-09-23 00:00:00,False
PAT,VNS,6E,HIST-000,Economy,12483,INR,2023-11-01,14,2,11,44,False,False,50,2023-10-18 00:00:00,False
GOI,PNQ,SG,HIST-000,Economy,8565,INR,2025-01-08,14,2,1,2,False,False,50,2024-12-25 00:00:00,False
DEL,MAA,SG,HIST-000,Economy,9340,INR,2025-06-28,14,5,6,26,False,True,50,2025-06-14 00:00:00,False
BLR,JAI,QP,HIST-000,Economy,15384,INR,2023-12-03,14,6,12,48,False,True,50,2023-11-19 00:00:00,False
BOM,GAU,G8,HIST-000,Economy,7325,INR,2024-06-13,14,3,6,24,False,False,50,2024-05-30 00:00:00,False
MAA,PAT,G8,HIST-000,Economy,12281,INR,2025-01-16,14,3,1,3,False,False,50,2025-01-02 00:00:00,False
LKO,GAU,9I,HIST-000,Economy,9210,INR,2023-05-06,14,5,5,18,False,True,50,2023-04-22 00:00:00,False
VNS,DEL,S5,HIST-000,Economy,10543,INR,2025-01-17,14,4,1,3,False,False,50,2025-01-03 00:00:00,False
BOM,JAI,AI,HIST-000,Economy,13350,INR,2025-11-06,14,3,11,45,False,False,50,2025-10-23 00:00:00,False
PAT,STV,S5,HIST-000,Economy,7020,INR,2024-12-24,14,1,12,52,False,False,50,2024-12-10 00:00:00,False
VNS,STV,I5,HIST-000,Economy,9475,INR,2025-02-09,14,6,2,6,False,True,50,2025-01-26 00:00:00,False
VNS,HYD,9I,HIST-000,Economy,8886,INR,2025-11-04,14,1,11,45,False,False,50,2025-10-21 00:00:00,False
GAU,COK,6E,HIST-000,Economy,8632,INR,2024-03-03,14,6,3,9,False,True,50,2024-02-18 00:00:00,False
HYD,PAT,SG,HIST-000,Economy,10997,INR,2023-07-23,14,6,7,29,False,True,50,2023-07-09 00:00:00,False
PNQ,HYD,UK,HIST-000,Economy,15369,INR,2024-12-13,14,4,12,50,False,False,50,2024-11-29 00:00:00,False
AMD,GOI,2T,HIST-000,Economy,14255,INR,2024-04-14,14,6,4,15,False,True,50,2024-03-31 00:00:00,False
PNQ,GAU,AI,HIST-000,Economy,9893,INR,2025-02-01,14,5,2,5,False,True,50,2025-01-18 00:00:00,False
BBI,RPR,AI,HIST-000,Economy,9102,INR,2023-05-28,14,6,5,21,False,True,50,2023-05-14 00:00:00,False
VNS,PAT,S5,HIST-000,Economy,8429,INR,2023-02-09,14,3,2,6,False,False,50,2023-01-26 00:00:00,False
RPR,COK,QP,HIST-000,Economy,11282,INR,2023-08-27,14,6,8,34,False,True,50,2023-08-13 00:00:00,False
MAA,PNQ,S5,HIST-000,Economy,10442,INR,2024-10-22,14,1,10,43,False,False,50,2024-10-08 00:00:00,False
GAU,BOM,I5,HIST-000,Economy,8314,INR,2024-12-04,14,2,12,49,False,False,50,2024-11-20 00:00:00,False
NAG,AMD,AI,HIST-000,Economy,8920,INR,2023-06-13,14,1,6,24,False,False,50,2023-05-30 00:00:00,False
VNS,PAT,2T,HIST-000,Economy,6632,INR,2025-11-09,14,6,11,45,False,True,50,2025-10-26 00:00:00,False
VNS,JAI,G8,HIST-000,Economy,9212,INR,2023-01-05,14,3,1,1,False,False,50,2022-12-22 00:00:00,False
HYD,DEL,S5,HIST-000,Economy,14343,INR,2025-10-17,14,4,10,42,False,False,50,2025-10-03 00:00:00,False
AMD,IDR,G8,HIST-000,Economy,7580,INR,2024-05-09,14,3,5,19,False,False,50,2024-04-25 00:00:00,False
JAI,BOM,S5,HIST-000,Economy,11409,INR,2024-08-02,14,4,8,31,False,False,50,2024-07-19 00:00:00,False
COK,BLR,UK,HIST-000,Economy,14035,INR,2023-11-08,14,2,11,45,False,False,50,2023-10-25 00:00:00,False
VNS,MAA,QP,HIST-000,Economy,9146,INR,2023-01-25,14,2,1,4,False,False,50,2023-01-11 00:00:00,False
VNS,PAT,S5,HIST-000,Economy,6868,INR,2025-08-08,14,4,8,32,False,False,50,2025-07-25 00:00:00,False
BOM,BBI,9I,HIST-000,Economy,6202,INR,2023-06-12,14,0,6,24,False,False,50,2023-05-29 00:00:00,False
BLR,MAA,UK,HIST-000,Economy,9295,INR,2025-01-22,14,2,1,4,False,False,50,2025-01-08 00:00:00,False
HYD,JAI,I5,HIST-000,Economy,12725,INR,2023-11-05,14,6,11,44,False,True,50,2023-10-22 00:00:00,False
LKO,VNS,G8,HIST-000,Economy,11633,INR,2023-12-08,14,4,12,49,False,False,50,2023-11-24 00:00:00,False
PAT,DEL,2T,HIST-000,Economy,6218,INR,2023-07-11,14,1,7,28,False,False,50,2023-06-27 00:00:00,False
GOI,COK,UK,HIST-000,Economy,9010,INR,2025-04-22,14,1,4,17,False,False,50,2025-04-08 00:00:00,False
CCU,BLR,SG,HIST-000,Economy,7501,INR,2024-02-05,14,0,2,6,False,False,50,2024-01-22 00:00:00,False
PAT,AMD,I5,HIST-000,Economy,6728,INR,2023-03-25,14,5,3,12,False,True,50,2023-03-11 00:00:00,False
GAU,BBI,QP,HIST-000,Economy,12258,INR,2023-10-27,14,4,10,43,False,False,50,2023-10-13 00:00:00,False
AMD,IDR,6E,HIST-000,Economy,7683,INR,2023-07-09,14,6,7,27,False,True,50,2023-06-25 00:00:00,False
PNQ,NAG,SG,HIST-000,Economy,8384,INR,2024-04-23,14,1,4,17,False,False,50,2024-04-09 00:00:00,False
IDR,GOI,2T,HIST-000,Economy,9732,INR,2023-03-08,14,2,3,10,False,False,50,2023-02-22 00:00:00,False
VNS,GAU,S5,HIST-000,Economy,8724,INR,2025-05-18,14,6,5,20,False,True,50,2025-05-04 00:00:00,False
PNQ,AMD,S5,HIST-000,Economy,5063,INR,2025-03-14,14,4,3,11,False,False,50,2025-02-28 00:00:00,False
JAI,GOI,UK,HIST-000,Economy,6524,INR,2023-06-09,14,4,6,23,False,False,50,2023-05-26 00:00:00,False
BBI,IDR,9I,HIST-000,Economy,11012,INR,2024-08-08,14,3,8,32,False,False,50,2024-07-25 00:00:00,False
BLR,RPR,UK,HIST-000,Economy,14394,INR,2025-06-11,14,2,6,24,False,False,50,2025-05-28 00:00:00,False
AMD,LKO,I5,HIST-000,Economy,14286,INR,2023-07-01,14,5,7,26,False,True,50,2023-06-17 00:00:00,False
PAT,JAI,9I,HIST-000,Economy,12215,INR,2024-12-20,14,4,12,51,False,False,50,2024-12-06 00:00:00,False
PNQ,MAA,2T,HIST-000,Economy,6559,INR,2023-11-04,14,5,11,44,False,True,50,2023-10-21 00:00:00,False
PAT,GAU,9I,HIST-000,Economy,7473,INR,2025-03-15,14,5,3,11,False,True,50,2025-03-01 00:00:00,False
GAU,LKO,QP,HIST-000,Economy,11716,INR,2025-02-09,14,6,2,6,False,True,50,2025-01-26 00:00:00,False
STV,GAU,G8,HIST-000,Economy,9517,INR,2023-05-10,14,2,5,19,False,False,50,2023-04-26 00:00:00,False
BOM,GAU,6E,HIST-000,Economy,11202,INR,2024-02-18,14,6,2,7,False,True,50,2024-02-04 00:00:00,False
DEL,MAA,QP,HIST-000,Economy,11397,INR,2024-11-28,14,3,11,48,False,False,50,2024-11-14 00:00:00,False
